proximity,amount
0.04172421124349268, 2.993729035163918
0.11152779285643544, 4.257406337246275
0.14782565529516545, 2.888422593323721
0.1589942283532363, 2.301715274499772
0.01101063533379798, 7.822781582407214
0.25671924261135615, 7.506862256886624
0.1869156609984134, 6.273272509615751
0.31256210790171013, 6.513972948107629
0.29301710505008616, 5.7316965230090275
0.37957354625013495, 5.837002964849223
0.4242478384824183, 5.280383200836756
0.3991185491017589, 4.5131505531438965
0.40749497889531205, 3.129123031815599
0.40470283563079434, 1.7450955104873032
0.40191069236627663, 1.5796139590241385
0.46333784418566604, 2.9185101481352067
0.4856749903018077, 2.662765932237587
0.5080121364179494, 2.0384491698992804
0.6169057237341401, 2.3618903841227414
0.5917764343534807, 4.618456994984092
0.6504114429083526, 5.009595207533394
0.5582707151792682, 6.438754061078917
0.6029450074115515, 7.536949811698109
0.7397600273729189, 9.77847264515372
0.7174228812567772, 7.852869137218698
0.7844343196052023, 7.958175579058894
0.7313835975793658, 6.468841615890402
0.7034621649341887, 4.4078441113036995
0.7509286004309897, 4.332625224274988
0.8626143310116979, 5.7617840778205105
0.9631314885343355, 6.739629609193765
0.8681986175407334, 5.054726539750622
0.8346928983665208, 3.89635567950846
0.7648893167535783, 2.692853487049071
0.7146307379922595, 2.3919779389342235
0.6699564457599761, 2.4070217163399654
0.7453443139019543, 2.7078972644548127
0.9380021991536761, 4.3025376694635025
1.0413114999408308, 4.332625224274988
1.0105979240311362, 2.542415712991648
1.2646829611022476, 1.8353581749217582
1.3735765484184381, 2.5123281581801624
1.5327287144959474, 3.4149548025247043
1.5299365712314295, 3.565392576582129
1.7533080323928458, 3.324692138090251
1.846844831754189, 4.122012340594596
1.9347973445864968, 4.016705898754399
1.951550204173603, 3.8211367924797486
1.9990166396704043, 3.2494732510615396
1.9766794935542626, 2.7078972644548127
1.990640209876851, 2.422065493745709
2.1525845192188777, 2.783116151483526
2.24751739021248, 3.129123031815599
2.3256974016189758, 2.0008397263849247
2.5714060088965334, 2.0309272811964085
2.537900289722321, 2.978685257758176
2.8310753324966798, 5.0697703171563635
